Unnamed: 0,ID,GENDER,CAR,PROPERTY,NO OF CHILDREN,INCOME TOTAL,INCOME TYPE,EDUCATION TYPE,FAMILY STATUS,HOUSING TYPE,PHONE,EMAIL,OCCUPATION TYPE,FAMILY SIZE,STATUS,AGE
205964,5042286,F,N,Y,0,157500.0,Working,Secondary,Single,Own House,0,0,Secretaries,1,1,29.0
205969,5042289,F,N,Y,0,157500.0,Working,Secondary,Single,Own House,0,0,Secretaries,1,0,29.0
205972,5042290,F,N,Y,0,157500.0,Working,Secondary,Single,Own House,0,0,Secretaries,1,1,29.0
205973,5042293,F,N,Y,0,90000.0,Working,Secondary,Married,Own House,0,0,Cooking staff,2,0,48.0
205979,5042295,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,0,41.0
206007,5042296,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206048,5042297,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206076,5042298,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206115,5042299,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206143,5042300,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206166,5042301,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206194,5042302,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,0,41.0
206222,5042304,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206260,5042305,M,Y,Y,1,202500.0,Working,Secondary,Married,Own House,1,0,Drivers,3,1,41.0
206280,5042306,F,Y,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,2,1,49.0
206315,5097117,F,Y,Y,0,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,2,1,49.0
206359,5042307,F,N,N,0,90000.0,Working,Secondary,Married,Municipal apartment,0,0,Cooking staff,2,0,49.0
206362,5042308,F,N,Y,2,157500.0,State servant,Higher education,Married,Own House,0,0,Accountants,4,1,39.0
206400,5042309,F,N,Y,2,157500.0,State servant,Higher education,Married,Own House,0,0,Accountants,4,1,39.0
206428,5042310,F,N,Y,2,157500.0,State servant,Higher education,Married,Own House,0,0,Accountants,4,1,39.0
206503,5042319,M,N,Y,0,202500.0,Working,Incomplete higher,Civil marriage,Own House,0,1,Core staff,2,1,23.0
206509,5042320,M,N,Y,0,202500.0,Working,Incomplete higher,Civil marriage,Own House,0,1,Core staff,2,1,23.0
206514,5042321,M,N,Y,0,202500.0,Working,Incomplete higher,Civil marriage,Own House,0,1,Core staff,2,0,23.0
206529,5042327,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206585,5042328,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206600,5042329,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206615,5042330,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206635,5042331,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,0,28.0
206649,5042332,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206705,5042333,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206720,5042334,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206759,5042335,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,0,28.0
206784,5042336,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206799,5097164,F,N,Y,1,90000.0,Working,Higher education,Married,Own House,0,0,Laborers,3,1,28.0
206844,5042352,F,Y,Y,0,135000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,2,1,37.0
206865,5097058,F,Y,Y,0,135000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,2,1,37.0
206877,5042355,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,4,1,30.0
206913,5042356,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,4,1,30.0
206962,5042359,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,4,1,30.0
207011,5042360,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,4,1,30.0
207059,5044491,M,Y,N,2,144000.0,Working,Secondary,Married,With parents,1,0,Drivers,4,1,27.0
207073,5044494,M,Y,Y,1,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,3,1,47.0
207076,5044495,M,Y,Y,1,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,3,1,47.0
207079,5044496,M,Y,Y,1,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,3,1,47.0
207082,5044497,M,Y,Y,1,225000.0,State servant,Secondary,Married,Own House,0,0,Managers,3,1,47.0
207099,5044501,F,N,Y,1,157500.0,Working,Secondary,Separated,Own House,0,0,Managers,2,1,52.0
207114,5044502,F,N,Y,1,157500.0,Working,Secondary,Separated,Own House,0,0,Managers,2,1,52.0
207129,5044503,F,N,Y,1,157500.0,Working,Secondary,Separated,Own House,0,0,Managers,2,1,52.0
207144,5044504,F,N,Y,0,157500.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,36.0
207161,5044505,F,N,Y,0,157500.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,36.0
207178,5044507,F,N,Y,0,157500.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,36.0
207195,5044508,F,N,Y,0,157500.0,State servant,Secondary,Single,Own House,0,0,Core staff,1,1,36.0
207212,5044511,F,N,Y,0,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,1,41.0
207220,5044512,F,N,Y,0,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,1,41.0
207228,5044514,F,N,Y,0,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,1,41.0
207236,5044515,F,N,Y,0,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,1,41.0
207244,5044516,F,N,Y,0,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Managers,2,1,41.0
207252,5044520,F,Y,N,0,202500.0,Commercial associate,Secondary,Married,Municipal apartment,0,0,High skill tech staff,2,1,39.0
207429,5044599,F,Y,Y,0,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,2,1,58.0
207436,5044600,F,Y,Y,0,202500.0,Working,Higher education,Married,Own House,0,0,Laborers,2,1,58.0
207443,5044602,F,N,Y,0,135000.0,Working,Secondary,Widow,Own House,0,0,Medicine staff,1,1,57.0
207446,5044603,F,N,Y,0,135000.0,Working,Secondary,Widow,Own House,0,0,Medicine staff,1,1,57.0
207449,5044606,F,N,Y,0,135000.0,Working,Secondary,Widow,Own House,0,0,Medicine staff,1,1,57.0
207452,5044607,F,N,Y,0,135000.0,Working,Secondary,Widow,Own House,0,0,Medicine staff,1,1,57.0
207455,5044608,F,N,Y,0,135000.0,Working,Secondary,Widow,Own House,0,0,Medicine staff,1,0,57.0
207457,5044619,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207459,5044620,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207461,5044621,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207463,5044622,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207465,5044623,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207467,5044624,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207469,5044625,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207471,5044626,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207473,5044627,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207475,5044628,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207477,5044629,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207479,5044630,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207481,5044631,F,Y,N,1,135000.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,27.0
207775,5044681,F,N,Y,0,90000.0,Working,Lower secondary,Single,Own House,0,0,Core staff,1,0,28.0
207782,5044682,F,N,Y,0,90000.0,Working,Lower secondary,Single,Own House,0,0,Core staff,1,0,28.0
207786,5044701,F,Y,N,0,171000.0,Commercial associate,Higher education,Single,Own House,1,0,Sales staff,1,0,27.0
208123,5044786,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,1,42.0
208138,5044788,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,0,42.0
208141,5044789,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,1,42.0
208156,5044790,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,1,42.0
208171,5044791,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,1,42.0
208186,5044792,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,1,42.0
208201,5044794,M,Y,Y,1,247500.0,Working,Higher education,Married,Municipal apartment,0,0,Sales staff,3,0,42.0
208235,5044806,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208238,5044807,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208241,5044808,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208244,5044809,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208247,5044810,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208250,5044811,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208253,5044812,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208256,5044813,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208259,5044814,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208262,5044815,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208265,5044816,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208268,5044817,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208271,5044818,F,N,Y,0,135000.0,Working,Higher education,Single,Own House,0,0,Managers,1,0,24.0
208780,5044925,F,N,Y,0,67500.0,State servant,Secondary,Married,Own House,0,0,Medicine staff,2,1,49.0
208807,5044926,F,N,Y,0,67500.0,State servant,Secondary,Married,Own House,0,0,Medicine staff,2,1,49.0
208834,5044927,F,N,Y,0,67500.0,State servant,Secondary,Married,Own House,0,0,Medicine staff,2,1,49.0
208861,5044928,F,N,Y,0,67500.0,State servant,Secondary,Married,Own House,0,0,Medicine staff,2,1,49.0
208878,5044929,F,N,Y,0,67500.0,State servant,Secondary,Married,Own House,0,0,Medicine staff,2,1,49.0
208899,5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
208935,5044936,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
208972,5044937,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
209009,5044938,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
209030,5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
209055,5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
209067,5044941,M,N,Y,2,360000.0,State servant,Higher education,Married,Own House,0,0,Managers,4,1,43.0
209252,5044992,F,N,Y,0,157500.0,Commercial associate,Secondary,Widow,Own House,0,0,Accountants,1,1,59.0
209270,5044993,F,N,Y,0,157500.0,Commercial associate,Secondary,Widow,Own House,0,0,Accountants,1,1,59.0
209288,5044994,F,N,Y,0,157500.0,Commercial associate,Secondary,Widow,Own House,0,0,Accountants,1,1,59.0
209300,5045014,F,Y,Y,2,144000.0,Working,Secondary,Married,Own House,1,0,Laborers,4,0,31.0
209305,5045015,F,Y,Y,2,144000.0,Working,Secondary,Married,Own House,1,0,Laborers,4,0,31.0
209310,5045016,F,Y,Y,2,144000.0,Working,Secondary,Married,Own House,1,0,Laborers,4,0,31.0
209315,5045017,F,Y,Y,2,144000.0,Working,Secondary,Married,Own House,1,0,Laborers,4,0,31.0
209319,5045029,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,1,44.0
209328,5045030,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,0,44.0
209332,5045031,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,0,44.0
209336,5045032,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,1,44.0
209345,5045033,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,1,44.0
209354,5045034,F,Y,Y,1,121500.0,State servant,Secondary,Married,Own House,0,0,Core staff,3,1,44.0
209363,5045038,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209371,5045039,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209379,5045040,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209387,5045041,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209395,5045042,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209403,5045043,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209411,5045044,M,Y,Y,2,202500.0,Working,Higher education,Married,Own House,0,0,Managers,4,1,32.0
209419,5045046,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209429,5045047,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209440,5045048,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209451,5045049,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209461,5045051,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209472,5045053,F,N,N,0,202500.0,Working,Higher education,Single,Own House,0,1,Laborers,1,1,32.0
209505,5045066,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,Own House,0,0,Core staff,2,1,22.0
209518,5045067,F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,Own House,0,0,Core staff,2,0,22.0
209530,5045069,F,N,N,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,1,28.0
209533,5045070,F,N,N,0,112500.0,Working,Secondary,Married,Own House,0,0,Laborers,2,0,28.0
209557,5045076,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209568,5045080,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209579,5045081,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209590,5045082,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209601,5045083,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209612,5045084,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209623,5045085,F,Y,Y,0,166500.0,Commercial associate,Higher education,Single,Own House,0,0,Managers,1,1,33.0
209857,5045134,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209876,5045136,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209895,5045137,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209914,5045138,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209933,5045139,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209952,5045140,F,N,N,1,112500.0,Working,Secondary,Civil marriage,Own House,0,0,Cooking staff,3,1,33.0
209970,5045155,F,N,Y,1,58500.0,Working,Secondary,Civil marriage,Own House,1,0,Core staff,3,0,26.0
209977,5045156,F,N,Y,1,58500.0,Working,Secondary,Civil marriage,Own House,1,0,Core staff,3,1,26.0
209985,5045157,F,N,Y,1,58500.0,Working,Secondary,Civil marriage,Own House,1,0,Core staff,3,1,26.0
209993,5045158,F,N,Y,1,58500.0,Working,Secondary,Civil marriage,Own House,1,0,Core staff,3,1,26.0
210001,5045159,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210027,5045160,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210061,5045161,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210107,5045162,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210133,5045163,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210146,5045164,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210192,5045165,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210238,5045166,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,1,31.0
210279,5045167,F,Y,Y,2,126000.0,Working,Incomplete higher,Married,Own House,0,0,Core staff,4,0,31.0
210299,5045187,M,N,Y,0,180000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
210312,5045188,M,N,Y,0,180000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
210325,5045189,M,N,Y,0,180000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
210338,5045190,M,N,Y,0,180000.0,State servant,Secondary,Married,Own House,0,0,Laborers,2,1,43.0
210351,5045191,F,Y,Y,1,202500.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,38.0
210360,5045192,F,Y,Y,1,202500.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,38.0
210369,5045193,F,Y,Y,1,202500.0,Commercial associate,Higher education,Single,Own House,0,0,Accountants,2,1,38.0
210396,5045208,F,Y,Y,0,112500.0,Commercial associate,Secondary,Married,Own House,0,0,Laborers,2,1,42.0
210417,5045209,F,Y,Y,0,112500.0,Commercial associate,Secondary,Married,Own House,0,0,Laborers,2,1,42.0
210438,5045210,F,Y,Y,0,112500.0,Commercial associate,Secondary,Married,Own House,0,0,Laborers,2,1,42.0
210459,5045211,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210463,5045212,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210467,5045213,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210471,5045214,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210475,5045215,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210479,5045216,F,N,Y,1,76500.0,Working,Secondary,Married,Own House,1,0,Medicine staff,3,1,43.0
210483,5045220,F,N,N,1,45000.0,Commercial associate,Secondary,Married,Own House,1,0,Sales staff,3,1,30.0
210494,5045221,F,N,N,1,45000.0,Commercial associate,Secondary,Married,Own House,1,0,Sales staff,3,1,30.0
210505,5045222,F,N,N,1,45000.0,Commercial associate,Secondary,Married,Own House,1,0,Sales staff,3,0,30.0
210622,5045245,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210624,5045246,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210626,5045247,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210628,5045248,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210630,5045250,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210632,5045251,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,0,37.0
210633,5045252,F,Y,Y,1,270000.0,Commercial associate,Secondary,Married,Own House,0,0,Sales staff,3,1,37.0
210635,5045253,F,N,Y,1,270000.0,Working,Secondary,Married,Own House,0,0,Core staff,3,1,57.0
210655,5045254,F,N,Y,1,270000.0,Working,Secondary,Married,Own House,0,0,Core staff,3,1,57.0
210675,5045255,F,N,Y,1,270000.0,Working,Secondary,Married,Own House,0,0,Core staff,3,1,57.0
210713,5045272,F,N,Y,2,180000.0,Working,Secondary,Married,Own House,0,0,Core staff,4,1,37.0
210728,5045273,F,N,Y,2,180000.0,Working,Secondary,Married,Own House,0,0,Core staff,4,1,37.0
210743,5045274,F,N,Y,2,180000.0,Working,Secondary,Married,Own House,0,0,Core staff,4,1,37.0
210758,5045275,F,N,Y,2,180000.0,Working,Secondary,Married,Own House,0,0,Core staff,4,1,37.0
210766,5045282,F,N,Y,0,112500.0,Commercial associate,Higher education,Single,Own House,0,0,Secretaries,1,1,42.0
210792,5045283,F,N,Y,0,112500.0,Commercial associate,Higher education,Single,Own House,0,0,Secretaries,1,1,42.0
210818,5045284,F,N,N,0,90000.0,Commercial associate,Higher education,Married,With parents,1,0,Core staff,2,1,26.0
210836,5045286,F,N,Y,0,67500.0,Working,Secondary,Single,Own House,0,0,Medicine staff,1,1,48.0
210850,5045287,F,N,Y,0,67500.0,Working,Secondary,Single,Own House,0,0,Medicine staff,1,1,48.0
210864,5045294,F,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Civil marriage,Own House,0,0,Managers,2,1,43.0
210880,5045299,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210893,5045300,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210906,5045301,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210919,5045303,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210932,5045304,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210945,5045305,F,Y,Y,0,270000.0,State servant,Higher education,Married,Own House,0,0,Core staff,2,1,60.0
210958,5045306,M,N,Y,1,202500.0,Working,Higher education,Married,Own House,0,0,Managers,3,1,45.0
210992,5045310,F,N,Y,0,157500.0,Commercial associate,Secondary,Widow,Own House,0,0,Private service staff,1,1,45.0
210995,5045312,F,N,Y,0,157500.0,Commercial associate,Secondary,Widow,Own House,0,0,Private service staff,1,1,45.0
210998,5045342,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211002,5045343,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211006,5045345,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211010,5045346,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211014,5045347,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211018,5045348,M,Y,Y,0,176400.0,Commercial associate,Higher education,Married,Rented apartment,1,0,Sales staff,2,1,26.0
211022,5045349,F,N,Y,0,90000.0,Working,Secondary,Widow,Own House,0,0,Cooking staff,1,1,48.0
211031,5045350,F,N,Y,0,90000.0,Working,Secondary,Widow,Own House,0,0,Cooking staff,1,1,48.0
211040,5045351,F,N,Y,0,90000.0,Working,Secondary,Widow,Own House,0,0,Cooking staff,1,1,48.0
211049,5045352,F,N,Y,1,76500.0,Working,Incomplete higher,Married,With parents,0,0,Sales staff,3,1,29.0
211112,5045356,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,0,58.0
211114,5045357,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,0,58.0
211115,5045358,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,0,58.0
211117,5045359,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,0,58.0
211119,5045360,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,1,58.0
211127,5045361,M,Y,Y,0,360000.0,Working,Secondary,Married,Own House,1,0,High skill tech staff,2,0,58.0
211129,5045362,M,N,Y,0,135000.0,Working,Secondary,Single,Own House,1,0,Laborers,1,1,47.0
211150,5045363,M,N,Y,0,135000.0,Working,Secondary,Single,Own House,1,0,Laborers,1,0,47.0
211153,5045364,M,N,Y,0,135000.0,Working,Secondary,Single,Own House,1,0,Laborers,1,0,47.0
211157,5045365,M,N,Y,0,135000.0,Working,Secondary,Single,Own House,1,0,Laborers,1,1,47.0
211178,5045366,M,N,Y,0,135000.0,Working,Secondary,Single,Own House,1,0,Laborers,1,0,47.0
211181,5045367,M,N,N,0,166500.0,Working,Incomplete higher,Single,Municipal apartment,0,0,Cooking staff,1,0,35.0
211188,5045368,M,N,N,0,166500.0,Working,Incomplete higher,Single,Municipal apartment,0,0,Cooking staff,1,1,35.0
211270,5045374,F,N,Y,1,157500.0,Working,Secondary,Married,Municipal apartment,0,0,Cleaning staff,3,1,30.0
211278,5045375,F,N,Y,1,157500.0,Working,Secondary,Married,Municipal apartment,0,0,Cleaning staff,3,0,30.0
211280,5045379,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
211328,5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
211360,5045381,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
211383,5045382,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
211399,5045383,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,0,43.0
211419,5045384,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
211467,5045386,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,Own House,0,0,Managers,2,1,43.0
